日付け,終値,始値,高値,安値,出来高,変化率 %
2018年10月16日,"1,123.24","1,131.05","1,135.47","1,121.38",,-0.76%
2018年10月15日,"1,131.87","1,131.50","1,135.70","1,127.10",,0.05%
2018年10月12日,"1,131.30","1,135.55","1,138.00","1,129.90",,-0.37%
2018年10月11日,"1,135.55","1,143.30","1,147.26","1,133.80",,-0.68%
2018年10月10日,"1,143.30","1,132.12","1,144.56","1,130.14",,0.99%
2018年10月09日,"1,132.12","1,134.63","1,139.18","1,131.59",,-0.22%
2018年10月08日,"1,134.63","1,131.84","1,139.78","1,129.80",,0.22%
2018年10月05日,"1,132.13","1,133.53","1,134.30","1,127.80",,-0.12%
2018年10月04日,"1,133.53","1,125.50","1,134.57","1,125.00",,0.71%
2018年10月03日,"1,125.50","1,119.43","1,126.48","1,117.36",,0.62%
2018年10月02日,"1,118.51","1,112.93","1,121.86","1,111.88",,0.43%
2018年10月01日,"1,113.76","1,110.00","1,114.63","1,109.10",,0.33%
2018年09月28日,"1,110.15","1,113.99","1,114.67","1,106.82",,-0.36%
2018年09月27日,"1,114.15","1,115.51","1,116.64","1,109.13",,-0.13%
2018年09月26日,"1,115.55","1,117.06","1,118.36","1,111.46",,-0.21%
2018年09月25日,"1,117.88","1,120.12","1,121.01","1,117.30",,-0.20%
2018年09月24日,"1,120.12","1,115.30","1,121.97","1,114.60",,0.46%
2018年09月21日,"1,114.95","1,117.13","1,119.90","1,113.10",,-0.20%
2018年09月20日,"1,117.13","1,118.95","1,123.70","1,117.00",,-0.16%
2018年09月19日,"1,118.95","1,122.82","1,126.10","1,118.60",,-0.34%
2018年09月18日,"1,122.82","1,126.33","1,131.10","1,122.20",,-0.31%
2018年09月17日,"1,126.33","1,122.00","1,130.31","1,121.10",,0.42%
2018年09月14日,"1,121.66","1,120.83","1,123.08","1,116.40",,0.15%
2018年09月13日,"1,120.01","1,119.42","1,126.59","1,116.97",,-0.02%
2018年09月12日,"1,120.25","1,123.99","1,130.65","1,117.10",,-0.33%
2018年09月11日,"1,123.99","1,129.60","1,131.60","1,123.70",,-0.52%
2018年09月10日,"1,129.90","1,128.60","1,132.14","1,126.70",,0.12%
2018年09月07日,"1,128.57","1,122.75","1,129.18","1,121.30",,0.58%
2018年09月06日,"1,122.06","1,119.02","1,124.96","1,116.59",,0.20%
2018年09月05日,"1,119.84","1,118.36","1,126.64","1,114.28",,0.13%
2018年09月04日,"1,118.36","1,112.10","1,122.49","1,111.90",,0.56%
2018年09月03日,"1,112.10","1,115.65","1,118.74","1,109.56",,-0.32%
2018年08月31日,"1,115.63","1,113.96","1,118.45","1,111.58",,0.08%
2018年08月30日,"1,114.79","1,111.18","1,116.19","1,107.53",,0.37%
2018年08月29日,"1,110.64","1,108.30","1,115.33","1,106.90",,0.21%
2018年08月28日,"1,108.30","1,108.80","1,112.84","1,104.50",,-0.07%
2018年08月27日,"1,109.05","1,114.75","1,117.19","1,107.65",,-0.49%
2018年08月24日,"1,114.51","1,123.80","1,126.74","1,112.17",,-0.90%
2018年08月23日,"1,124.62","1,117.76","1,125.43","1,117.30",,0.61%
2018年08月22日,"1,117.76","1,117.28","1,121.55","1,116.10",,0.10%
2018年08月21日,"1,116.61","1,117.35","1,120.33","1,114.38",,-0.14%
2018年08月20日,"1,118.17","1,119.40","1,124.72","1,117.60",,-0.14%
2018年08月17日,"1,119.69","1,127.35","1,128.32","1,117.58",,-0.67%
2018年08月16日,"1,127.25","1,133.97","1,137.55","1,123.90",,-0.59%
2018年08月15日,"1,133.97","1,128.21","1,139.07","1,127.10",,0.51%
2018年08月14日,"1,128.21","1,137.00","1,137.60","1,127.40",,-0.77%
2018年08月13日,"1,137.00","1,130.00","1,138.93","1,129.40",,0.60%
2018年08月10日,"1,130.17","1,123.40","1,133.00","1,122.60",,0.58%
2018年08月09日,"1,123.70","1,118.17","1,124.68","1,116.80",,0.58%
2018年08月08日,"1,117.26","1,117.12","1,121.60","1,116.08",,-0.06%
2018年08月07日,"1,117.94","1,126.70","1,128.55","1,117.10",,-0.78%
2018年08月06日,"1,126.70","1,123.20","1,128.50","1,122.25",,0.30%
2018年08月03日,"1,123.34","1,128.21","1,131.42","1,121.35",,-0.43%
2018年08月02日,"1,128.21","1,119.49","1,131.98","1,118.82",,0.78%
2018年08月01日,"1,119.49","1,113.25","1,123.29","1,112.60",,0.56%
2018年07月31日,"1,113.25","1,118.73","1,121.60","1,110.60",,-0.41%
2018年07月30日,"1,117.81","1,114.97","1,120.83","1,113.28",,0.17%
2018年07月27日,"1,115.89","1,124.62","1,125.94","1,114.87",,-0.76%
2018年07月26日,"1,124.38","1,117.65","1,124.77","1,116.47",,0.59%
2018年07月25日,"1,117.79","1,127.55","1,131.13","1,117.46",,-0.85%
2018年07月24日,"1,127.41","1,134.09","1,138.30","1,126.03",,-0.60%
2018年07月23日,"1,134.19","1,128.12","1,138.26","1,126.48",,0.56%
2018年07月20日,"1,127.90","1,135.39","1,139.70","1,127.48",,-0.67%
2018年07月19日,"1,135.55","1,131.32","1,141.56","1,128.95",,0.39%
2018年07月18日,"1,131.16","1,127.00","1,134.90","1,125.99",,0.37%
2018年07月17日,"1,127.00","1,128.64","1,129.20","1,122.65",,-0.13%
2018年07月16日,"1,128.46","1,129.82","1,131.12","1,125.26",,-0.15%
2018年07月13日,"1,130.14","1,124.72","1,135.12","1,122.42",,0.49%
2018年07月12日,"1,124.58","1,128.23","1,131.10","1,122.30",,-0.32%
2018年07月11日,"1,128.23","1,114.43","1,130.29","1,113.17",,1.26%
2018年07月10日,"1,114.22","1,113.12","1,118.48","1,109.39",,0.08%
2018年07月09日,"1,113.32","1,115.44","1,116.80","1,109.83",,-0.20%
2018年07月06日,"1,115.52","1,119.15","1,122.22","1,114.24",,-0.34%
2018年07月05日,"1,119.33","1,116.25","1,122.13","1,114.90",,0.26%
2018年07月04日,"1,116.40","1,115.14","1,119.06","1,112.84",,0.13%
2018年07月03日,"1,114.99","1,118.88","1,125.40","1,112.58",,-0.35%
2018年07月02日,"1,118.88","1,115.01","1,122.45","1,113.90",,0.34%
2018年06月29日,"1,115.04","1,121.63","1,122.42","1,111.06",,-0.56%
2018年06月28日,"1,121.35","1,123.24","1,125.82","1,119.42",,-0.20%
2018年06月27日,"1,123.57","1,118.66","1,126.33","1,115.96",,0.45%
2018年06月26日,"1,118.52","1,115.47","1,121.02","1,113.46",,0.27%
2018年06月25日,"1,115.47","1,111.90","1,119.22","1,110.39",,0.31%
2018年06月22日,"1,112.00","1,110.55","1,115.80","1,106.35",,0.13%
2018年06月21日,"1,110.55","1,109.98","1,114.98","1,105.58",,0.05%
2018年06月20日,"1,109.98","1,111.89","1,113.56","1,104.47",,-0.17%
2018年06月19日,"1,111.89","1,103.51","1,117.45","1,102.80",,0.76%
2018年06月18日,"1,103.51","1,102.79","1,107.41","1,100.80",,0.01%
2018年06月15日,"1,103.42","1,089.15","1,104.70","1,087.62",,1.31%
2018年06月14日,"1,089.15","1,086.17","1,090.03","1,081.42",,0.29%
2018年06月13日,"1,086.03","1,081.68","1,088.81","1,079.70",,0.39%
2018年06月12日,"1,081.84","1,076.88","1,082.47","1,072.90",,0.46%
2018年06月11日,"1,076.88","1,075.00","1,077.74","1,072.12",,0.18%
2018年06月08日,"1,074.93","1,072.61","1,078.85","1,070.74",,0.26%
2018年06月07日,"1,072.19","1,066.63","1,074.20","1,065.54",,0.50%
2018年06月06日,"1,066.88","1,071.79","1,072.29","1,065.85",,-0.47%
2018年06月05日,"1,071.95","1,070.33","1,073.47","1,067.40",,0.14%
2018年06月04日,"1,070.48","1,072.26","1,073.36","1,068.23",,-0.13%
2018年06月01日,"1,071.88","1,080.74","1,081.46","1,071.31",,-0.81%
2018年05月31日,"1,080.59","1,076.79","1,083.00","1,074.34",,0.32%
2018年05月30日,"1,077.10","1,084.67","1,085.64","1,076.95",,-0.67%
2018年05月29日,"1,084.37","1,075.41","1,086.29","1,073.89",,0.85%
2018年05月28日,"1,075.24","1,078.18","1,078.18","1,071.39",,-0.29%
2018年05月25日,"1,078.38","1,081.69","1,083.20","1,075.31",,-0.31%
2018年05月24日,"1,081.69","1,077.25","1,086.05","1,075.33",,0.41%
2018年05月23日,"1,077.25","1,076.54","1,083.95","1,074.87",,0.07%
2018年05月22日,"1,076.54","1,077.55","1,079.77","1,073.41",,-0.11%
2018年05月21日,"1,077.69","1,081.43","1,087.82","1,077.54",,-0.34%
2018年05月18日,"1,081.37","1,082.61","1,086.30","1,076.55",,-0.11%
2018年05月17日,"1,082.59","1,077.52","1,083.78","1,076.27",,0.45%
2018年05月16日,"1,077.74","1,081.01","1,084.50","1,076.59",,-0.28%
2018年05月15日,"1,080.82","1,070.95","1,082.49","1,069.36",,0.92%
2018年05月14日,"1,070.94","1,067.78","1,071.26","1,064.77",,0.28%
2018年05月11日,"1,067.98","1,065.79","1,071.30","1,064.79",,0.20%
2018年05月10日,"1,065.80","1,079.48","1,081.51","1,064.43",,-1.26%
2018年05月09日,"1,079.38","1,078.43","1,083.73","1,076.37",,0.08%
2018年05月08日,"1,078.56","1,080.04","1,081.54","1,075.88",,-0.14%
2018年05月07日,"1,080.03","1,074.44","1,082.76","1,073.12",,0.55%
2018年05月04日,"1,074.11","1,075.56","1,079.50","1,073.45",,-0.13%
2018年05月03日,"1,075.56","1,079.85","1,080.36","1,073.09",,-0.40%
2018年05月02日,"1,079.85","1,073.48","1,080.11","1,072.79",,0.59%
2018年05月01日,"1,073.48","1,070.33","1,075.19","1,069.38",,0.28%
2018年04月30日,"1,070.45","1,067.52","1,071.71","1,066.01",,0.24%
2018年04月27日,"1,067.86","1,077.69","1,079.72","1,067.21",,-0.91%
2018年04月26日,"1,077.69","1,082.34","1,082.92","1,076.46",,-0.42%
2018年04月25日,"1,082.21","1,077.28","1,085.31","1,075.41",,0.46%
2018年04月24日,"1,077.28","1,081.23","1,081.62","1,074.90",,-0.36%
2018年04月23日,"1,081.20","1,071.20","1,082.19","1,067.63",,0.94%
2018年04月20日,"1,071.10","1,067.21","1,073.79","1,065.94",,0.36%
2018年04月19日,"1,067.21","1,065.12","1,068.54","1,059.73",,0.20%
2018年04月18日,"1,065.12","1,067.11","1,069.80","1,063.83",,-0.19%
2018年04月17日,"1,067.12","1,070.68","1,071.31","1,066.39",,-0.33%
2018年04月16日,"1,070.68","1,071.68","1,076.00","1,070.15",,-0.09%
2018年04月13日,"1,071.68","1,071.03","1,072.99","1,068.24",,0.06%
2018年04月12日,"1,071.04","1,066.80","1,074.01","1,065.51",,0.40%
2018年04月11日,"1,066.82","1,064.81","1,070.25","1,064.30",,0.19%
2018年04月10日,"1,064.82","1,069.71","1,072.81","1,063.90",,-0.46%
2018年04月09日,"1,069.71","1,070.81","1,072.06","1,065.23",,-0.10%
2018年04月06日,"1,070.76","1,062.63","1,072.78","1,062.35",,0.77%
2018年04月05日,"1,062.63","1,058.28","1,064.20","1,057.41",,0.41%
2018年04月04日,"1,058.28","1,054.94","1,066.45","1,054.63",,0.32%
2018年04月03日,"1,054.94","1,057.16","1,060.10","1,054.10",,-0.21%
2018年04月02日,"1,057.16","1,060.56","1,063.06","1,053.00",,-0.39%
2018年03月30日,"1,061.26","1,063.08","1,066.70","1,060.80",,-0.17%
2018年03月29日,"1,063.08","1,064.56","1,068.81","1,061.09",,-0.14%
2018年03月28日,"1,064.56","1,075.13","1,075.61","1,063.18",,-0.98%
2018年03月27日,"1,075.13","1,075.59","1,076.81","1,067.97",,-0.05%
2018年03月26日,"1,075.69","1,084.30","1,084.55","1,075.19",,-0.75%
2018年03月23日,"1,083.87","1,081.21","1,086.53","1,076.39",,0.25%
2018年03月22日,"1,081.21","1,065.15","1,081.79","1,064.71",,1.54%
2018年03月21日,"1,064.76","1,071.52","1,073.56","1,064.02",,-0.67%
2018年03月20日,"1,071.91","1,073.49","1,074.20","1,068.37",,-0.15%
2018年03月19日,"1,073.49","1,070.54","1,074.81","1,069.66",,0.28%
2018年03月16日,"1,070.53","1,069.77","1,072.60","1,065.40",,0.07%
2018年03月15日,"1,069.78","1,064.56","1,070.46","1,062.95",,0.49%
2018年03月14日,"1,064.55","1,066.87","1,069.60","1,061.61",,-0.22%
2018年03月13日,"1,066.88","1,065.03","1,068.90","1,062.10",,0.17%
2018年03月12日,"1,065.02","1,065.19","1,068.05","1,063.39",,-0.03%
2018年03月09日,"1,065.38","1,074.11","1,074.57","1,065.08",,-0.81%
2018年03月08日,"1,074.11","1,067.43","1,076.05","1,066.80",,0.63%
2018年03月07日,"1,067.43","1,063.96","1,071.49","1,063.80",,0.33%
2018年03月06日,"1,063.96","1,077.67","1,078.98","1,060.47",,-1.27%
2018年03月05日,"1,077.67","1,079.59","1,083.49","1,076.81",,-0.19%
2018年03月02日,"1,079.69","1,082.84","1,085.84","1,077.04",,-0.29%
2018年03月01日,"1,082.84","1,085.21","1,088.58","1,080.98",,-0.22%
2018年02月28日,"1,085.21","1,081.45","1,085.38","1,079.43",,0.35%
2018年02月27日,"1,081.45","1,070.67","1,081.91","1,068.80",,1.01%
2018年02月26日,"1,070.67","1,076.99","1,078.11","1,069.33",,-0.59%
2018年02月23日,"1,077.00","1,080.72","1,082.40","1,075.52",,-0.34%
2018年02月22日,"1,080.72","1,076.01","1,086.40","1,075.75",,0.44%
2018年02月21日,"1,076.02","1,074.91","1,078.11","1,070.93",,0.10%
2018年02月20日,"1,074.91","1,067.41","1,075.95","1,067.33",,0.70%
2018年02月19日,"1,067.41","1,066.61","1,070.61","1,065.76",,0.02%
2018年02月16日,"1,067.19","1,064.04","1,069.39","1,061.86",,0.29%
2018年02月15日,"1,064.14","1,070.91","1,073.29","1,063.05",,-0.63%
2018年02月14日,"1,070.91","1,085.06","1,086.34","1,070.57",,-1.30%
2018年02月13日,"1,085.05","1,082.61","1,087.57","1,080.65",,0.23%
2018年02月12日,"1,082.60","1,084.61","1,087.07","1,081.90",,-0.28%
2018年02月09日,"1,085.67","1,097.58","1,098.40","1,084.90",,-1.09%
2018年02月08日,"1,097.58","1,090.24","1,098.93","1,085.58",,0.67%
2018年02月07日,"1,090.24","1,080.06","1,090.57","1,079.52",,0.94%
2018年02月06日,"1,080.06","1,095.13","1,099.40","1,078.72",,-1.35%
2018年02月05日,"1,094.84","1,089.65","1,095.04","1,085.45",,0.45%
2018年02月02日,"1,089.95","1,071.10","1,090.58","1,070.42",,1.78%
2018年02月01日,"1,070.94","1,070.12","1,074.90","1,068.72",,0.08%
2018年01月31日,"1,070.08","1,073.23","1,074.80","1,064.99",,-0.29%
2018年01月30日,"1,073.23","1,070.95","1,075.63","1,068.54",,0.21%
2018年01月29日,"1,070.95","1,064.50","1,073.01","1,062.50",,0.59%
2018年01月26日,"1,064.67","1,066.47","1,067.60","1,061.00",,-0.13%
2018年01月25日,"1,066.06","1,064.57","1,067.20","1,055.97",,0.10%
2018年01月24日,"1,064.98","1,073.89","1,074.00","1,062.21",,-0.83%
2018年01月23日,"1,073.89","1,069.40","1,078.20","1,066.90",,0.42%
2018年01月22日,"1,069.40","1,067.66","1,071.81","1,066.52",,0.16%
2018年01月19日,"1,067.66","1,070.18","1,071.26","1,063.97",,-0.28%
2018年01月18日,"1,070.69","1,067.36","1,072.50","1,066.97",,0.31%
2018年01月17日,"1,067.36","1,064.65","1,070.93","1,062.87",,0.25%
2018年01月16日,"1,064.65","1,063.43","1,067.71","1,062.12",,0.11%
2018年01月15日,"1,063.43","1,056.65","1,065.50","1,055.67",,0.32%
2018年01月12日,"1,059.99","1,065.58","1,067.39","1,059.78",,-0.52%
2018年01月11日,"1,065.58","1,070.14","1,074.20","1,063.12",,-0.43%
2018年01月10日,"1,070.14","1,071.97","1,073.70","1,066.15",,-0.17%
2018年01月09日,"1,071.97","1,068.87","1,073.95","1,065.62",,0.29%
2018年01月08日,"1,068.86","1,062.21","1,070.70","1,059.44",,0.64%
2018年01月05日,"1,062.09","1,061.83","1,064.06","1,060.20",,-0.02%
2018年01月04日,"1,062.28","1,065.13","1,069.31","1,061.53",,-0.24%
2018年01月03日,"1,064.80","1,062.88","1,068.16","1,062.48",,0.15%
2018年01月02日,"1,063.21","1,066.60","1,068.51","1,059.97",,-0.32%
2018年01月01日,"1,066.60","1,067.38","1,067.80","1,065.61",,-0.07%
2017年12月29日,"1,067.38","1,070.26","1,071.10","1,063.94",,-0.27%
2017年12月28日,"1,070.26","1,075.22","1,076.90","1,068.15",,-0.46%
2017年12月27日,"1,075.22","1,076.12","1,076.90","1,072.98",,-0.08%
2017年12月26日,"1,076.12","1,076.56","1,079.30","1,074.34",,-0.04%
2017年12月25日,"1,076.56","1,077.72","1,080.39","1,073.76",,-0.11%
2017年12月22日,"1,077.74","1,080.54","1,081.90","1,076.15",,-0.26%
2017年12月21日,"1,080.54","1,080.56","1,083.60","1,078.33",,0.00%
2017年12月20日,"1,080.56","1,085.67","1,087.20","1,078.42",,-0.47%
2017年12月19日,"1,085.67","1,086.07","1,089.51","1,082.41",,-0.03%
2017年12月18日,"1,086.05","1,088.96","1,092.20","1,084.55",,-0.27%
2017年12月15日,"1,088.95","1,089.22","1,092.11","1,086.59",,-0.02%
2017年12月14日,"1,089.22","1,084.55","1,091.13","1,084.32",,0.43%
2017年12月13日,"1,084.56","1,092.89","1,095.31","1,083.76",,-0.76%
2017年12月12日,"1,092.89","1,088.84","1,093.99","1,087.80",,0.37%
2017年12月11日,"1,088.84","1,092.85","1,094.60","1,086.14",,-0.37%
2017年12月08日,"1,092.85","1,093.60","1,096.90","1,091.07",,-0.07%
2017年12月07日,"1,093.60","1,093.99","1,097.00","1,090.63",,-0.04%
2017年12月06日,"1,093.99","1,087.60","1,097.28","1,086.10",,0.59%
2017年12月05日,"1,087.62","1,086.29","1,089.00","1,082.23",,0.12%
2017年12月04日,"1,086.30","1,083.44","1,090.90","1,083.32",,0.26%
2017年12月01日,"1,083.47","1,088.13","1,089.70","1,082.21",,-0.43%
2017年11月30日,"1,088.13","1,082.10","1,091.11","1,080.70",,0.56%
2017年11月29日,"1,082.10","1,083.95","1,085.90","1,074.71",,-0.17%
2017年11月28日,"1,083.95","1,091.69","1,091.80","1,078.66",,-0.71%
2017年11月27日,"1,091.69","1,085.62","1,092.26","1,084.56",,0.56%
2017年11月24日,"1,085.62","1,083.99","1,087.90","1,083.46",,0.15%
2017年11月23日,"1,083.99","1,086.07","1,091.51","1,083.45",,-0.19%
2017年11月22日,"1,086.06","1,091.13","1,094.80","1,085.16",,-0.46%
2017年11月21日,"1,091.13","1,097.04","1,100.81","1,087.95",,-0.54%
2017年11月20日,"1,097.04","1,094.33","1,102.31","1,093.57",,0.25%
2017年11月17日,"1,094.32","1,097.18","1,100.41","1,093.45",,-0.26%
2017年11月16日,"1,097.18","1,105.69","1,108.20","1,094.17",,-0.77%
2017年11月15日,"1,105.69","1,115.52","1,117.51","1,102.16",,-0.88%
2017年11月14日,"1,115.52","1,119.89","1,121.51","1,114.03",,-0.39%
2017年11月13日,"1,119.89","1,119.60","1,122.80","1,118.81",,-0.10%
2017年11月10日,"1,120.96","1,119.12","1,121.63","1,115.89",,0.23%
2017年11月09日,"1,118.36","1,114.23","1,121.23","1,112.69",,0.36%
2017年11月08日,"1,114.31","1,113.93","1,116.60","1,112.08",,0.03%
2017年11月07日,"1,113.93","1,112.83","1,116.45","1,110.78",,0.10%
2017年11月06日,"1,112.84","1,115.90","1,119.81","1,110.94",,-0.31%
2017年11月03日,"1,116.29","1,112.35","1,117.83","1,110.90",,0.35%
2017年11月02日,"1,112.35","1,111.51","1,115.50","1,110.21",,0.07%
2017年11月01日,"1,111.52","1,118.42","1,119.90","1,109.35",,-0.62%
2017年10月31日,"1,118.42","1,124.78","1,125.15","1,116.02",,-0.57%
2017年10月30日,"1,124.78","1,125.98","1,127.60","1,123.56",,-0.11%
2017年10月27日,"1,125.97","1,128.76","1,132.70","1,125.19",,-0.25%
2017年10月26日,"1,128.75","1,127.81","1,129.49","1,121.92",,0.08%
2017年10月25日,"1,127.81","1,130.93","1,131.50","1,122.81",,-0.28%
2017年10月24日,"1,130.93","1,130.85","1,131.73","1,127.30",,0.01%
2017年10月23日,"1,130.86","1,132.19","1,135.70","1,129.10",,-0.13%
2017年10月20日,"1,132.31","1,129.01","1,134.50","1,128.45",,0.29%
2017年10月19日,"1,129.01","1,132.87","1,134.80","1,128.37",,-0.34%
2017年10月18日,"1,132.88","1,131.21","1,133.91","1,129.28",,0.15%
2017年10月17日,"1,131.21","1,128.28","1,133.80","1,127.86",,0.26%
2017年10月16日,"1,128.28","1,127.00","1,130.25","1,125.80",,0.14%
2017年10月13日,"1,126.67","1,132.89","1,134.60","1,124.84",,-0.55%
2017年10月12日,"1,132.89","1,132.91","1,137.31","1,130.54",,0.00%
2017年10月11日,"1,132.91","1,135.21","1,138.50","1,130.89",,-0.21%
2017年10月10日,"1,135.31","1,143.81","1,144.01","1,131.57",,-0.74%
2017年10月09日,"1,143.82","1,145.51","1,146.11","1,142.36",,-0.13%
2017年10月06日,"1,145.32","1,142.41","1,145.85","1,141.38",,0.25%
2017年10月05日,"1,142.41","1,142.99","1,144.05","1,137.34",,-0.05%
2017年10月04日,"1,142.99","1,143.24","1,143.91","1,138.35",,-0.02%
2017年10月03日,"1,143.24","1,146.61","1,149.88","1,141.05",,-0.29%
2017年10月02日,"1,146.62","1,145.13","1,148.56","1,144.31",,0.12%
2017年09月29日,"1,145.30","1,146.59","1,147.81","1,141.77",,-0.11%
2017年09月28日,"1,146.58","1,145.75","1,151.65","1,142.80",,0.07%
2017年09月27日,"1,145.76","1,137.62","1,146.06","1,137.12",,0.72%
2017年09月26日,"1,137.62","1,134.80","1,140.68","1,134.66",,0.25%
2017年09月25日,"1,134.80","1,132.91","1,137.43","1,129.43",,0.15%
2017年09月22日,"1,133.13","1,132.77","1,140.51","1,130.20",,0.03%
2017年09月21日,"1,132.76","1,131.79","1,135.76","1,130.90",,0.09%
2017年09月20日,"1,131.79","1,131.18","1,133.96","1,125.57",,0.05%
2017年09月19日,"1,131.18","1,129.85","1,132.60","1,127.90",,0.12%
2017年09月18日,"1,129.86","1,133.76","1,135.56","1,126.02",,-0.30%
2017年09月15日,"1,133.21","1,134.32","1,137.40","1,128.26",,-0.10%
2017年09月14日,"1,134.32","1,132.08","1,136.41","1,131.02",,0.20%
2017年09月13日,"1,132.08","1,128.69","1,133.07","1,125.81",,0.30%
2017年09月12日,"1,128.69","1,130.34","1,131.90","1,126.76",,-0.15%
2017年09月11日,"1,130.34","1,132.05","1,135.08","1,126.80",,-0.14%
2017年09月08日,"1,131.97","1,127.89","1,134.86","1,125.63",,0.36%
2017年09月07日,"1,127.89","1,132.86","1,132.93","1,126.06",,-0.44%
2017年09月06日,"1,132.85","1,132.52","1,137.30","1,130.61",,0.03%
2017年09月05日,"1,132.52","1,133.39","1,134.60","1,128.12",,-0.08%
2017年09月04日,"1,133.39","1,121.71","1,134.70","1,119.46",,1.04%
2017年09月01日,"1,121.69","1,124.86","1,125.76","1,118.32",,-0.28%
2017年08月31日,"1,124.86","1,124.18","1,129.20","1,122.77",,0.06%
2017年08月30日,"1,124.18","1,124.51","1,125.76","1,121.27",,-0.03%
2017年08月29日,"1,124.52","1,118.47","1,129.61","1,118.47",,0.54%
2017年08月28日,"1,118.47","1,121.90","1,122.61","1,118.19",,-0.28%
2017年08月25日,"1,121.60","1,128.23","1,132.40","1,120.41",,-0.59%
2017年08月24日,"1,128.23","1,127.57","1,129.50","1,126.41",,0.06%
2017年08月23日,"1,127.58","1,132.38","1,134.31","1,126.45",,-0.42%
2017年08月22日,"1,132.38","1,138.71","1,139.40","1,132.16",,-0.56%
2017年08月21日,"1,138.71","1,139.75","1,140.70","1,136.80",,-0.09%
2017年08月18日,"1,139.78","1,142.18","1,145.01","1,138.30",,-0.24%
2017年08月17日,"1,142.50","1,135.60","1,142.68","1,134.45",,0.61%
2017年08月16日,"1,135.60","1,135.93","1,144.00","1,134.65",,-0.03%
2017年08月15日,"1,135.93","1,139.41","1,140.15","1,133.27",,-0.31%
2017年08月14日,"1,139.41","1,142.90","1,143.25","1,136.36",,-0.30%
2017年08月11日,"1,142.86","1,144.17","1,149.00","1,141.23",,-0.11%
2017年08月10日,"1,144.17","1,139.40","1,146.61","1,138.02",,0.42%
2017年08月09日,"1,139.40","1,128.99","1,141.16","1,126.37",,0.91%
2017年08月08日,"1,129.18","1,127.15","1,129.67","1,123.90",,0.18%
2017年08月07日,"1,127.15","1,128.65","1,130.10","1,126.41",,-0.14%
2017年08月04日,"1,128.78","1,128.95","1,130.62","1,123.30",,-0.02%
2017年08月03日,"1,128.95","1,122.97","1,130.80","1,122.77",,0.53%
2017年08月02日,"1,122.97","1,121.54","1,126.81","1,120.38",,0.13%
2017年08月01日,"1,121.54","1,119.40","1,123.59","1,115.61",,0.19%
2017年07月31日,"1,119.40","1,124.30","1,126.10","1,118.90",,-0.47%
2017年07月28日,"1,124.69","1,117.36","1,126.12","1,115.90",,0.66%
2017年07月27日,"1,117.35","1,112.60","1,117.99","1,110.90",,0.43%
2017年07月26日,"1,112.60","1,120.01","1,123.30","1,112.15",,-0.66%
2017年07月25日,"1,120.02","1,115.40","1,120.76","1,114.63",,0.41%
2017年07月24日,"1,115.40","1,118.90","1,119.61","1,112.31",,-0.31%
2017年07月21日,"1,118.84","1,121.24","1,124.41","1,116.80",,-0.21%
2017年07月20日,"1,121.24","1,124.59","1,127.57","1,120.95",,-0.30%
2017年07月19日,"1,124.60","1,125.30","1,125.41","1,120.28",,-0.06%
2017年07月18日,"1,125.29","1,128.39","1,131.00","1,122.30",,-0.27%
2017年07月17日,"1,128.39","1,129.01","1,130.81","1,126.31",,-0.06%
2017年07月14日,"1,129.10","1,137.86","1,139.63","1,126.69",,-0.77%
2017年07月13日,"1,137.85","1,138.31","1,140.70","1,134.80",,-0.04%
2017年07月12日,"1,138.32","1,149.17","1,149.61","1,137.36",,-0.94%
2017年07月11日,"1,149.17","1,149.58","1,153.35","1,148.16",,-0.04%
2017年07月10日,"1,149.58","1,153.81","1,154.91","1,148.31",,-0.36%
2017年07月07日,"1,153.74","1,157.25","1,158.75","1,152.76",,-0.30%
2017年07月06日,"1,157.26","1,153.34","1,158.70","1,150.83",,0.34%
2017年07月05日,"1,153.34","1,150.73","1,156.06","1,147.59",,0.23%
2017年07月04日,"1,150.73","1,150.28","1,152.89","1,147.37",,0.04%
2017年07月03日,"1,150.28","1,145.61","1,150.69","1,141.57",,0.42%
2017年06月30日,"1,145.43","1,147.30","1,147.72","1,141.56",,-0.16%
2017年06月29日,"1,147.30","1,138.93","1,149.31","1,138.01",,0.73%
2017年06月28日,"1,138.93","1,140.55","1,146.72","1,138.68",,-0.14%
2017年06月27日,"1,140.56","1,133.52","1,141.42","1,133.43",,0.62%
2017年06月26日,"1,133.52","1,134.65","1,138.40","1,132.11",,-0.12%
2017年06月23日,"1,134.89","1,139.31","1,142.90","1,132.86",,-0.39%
2017年06月22日,"1,139.30","1,143.32","1,144.03","1,138.76",,-0.35%
2017年06月21日,"1,143.32","1,141.93","1,145.46","1,139.58",,0.12%
2017年06月20日,"1,141.93","1,136.78","1,143.53","1,135.34",,0.45%
2017年06月19日,"1,136.78","1,132.56","1,137.86","1,129.01",,0.33%
2017年06月16日,"1,133.08","1,130.84","1,139.01","1,127.80",,0.20%
2017年06月15日,"1,130.84","1,119.93","1,132.59","1,118.81",,0.97%
2017年06月14日,"1,119.93","1,127.73","1,128.31","1,116.30",,-0.69%
2017年06月13日,"1,127.73","1,130.97","1,131.59","1,126.65",,-0.29%
2017年06月12日,"1,130.97","1,125.36","1,133.26","1,123.61",,0.50%
2017年06月09日,"1,125.30","1,121.95","1,126.02","1,119.57",,0.30%
