日付け,終値,始値,高値,安値,出来高,変化率 %
2019年06月05日,168.68,168.50,168.84,168.38,231.63K,0.13%
2019年06月04日,168.46,168.48,168.68,168.39,1.45M,0.05%
2019年06月03日,168.37,168.59,168.69,168.33,1.70M,0.02%
2019年05月31日,168.34,168.33,168.63,168.30,1.33M,0.20%
2019年05月30日,168.00,167.84,168.21,167.72,730.32K,-0.01%
2019年05月29日,168.02,167.91,168.13,167.85,838.69K,0.13%
2019年05月28日,167.80,167.55,167.93,167.52,944.51K,0.10%
2019年05月27日,167.64,167.35,167.69,167.18,260.21K,0.24%
2019年05月24日,167.24,167.28,167.33,167.10,524.82K,0.01%
2019年05月23日,167.22,166.91,167.40,166.86,784.24K,0.30%
2019年05月22日,166.72,166.52,166.90,166.44,681.34K,0.14%
2019年05月21日,166.49,166.74,166.90,166.33,772.87K,-0.18%
2019年05月20日,166.79,166.98,167.07,166.63,551.28K,-0.16%
2019年05月17日,167.06,167.04,167.41,166.86,626.13K,0.07%
2019年05月16日,166.95,167.06,167.27,166.78,793.12K,0.01%
2019年05月15日,166.94,166.66,167.43,166.57,963.28K,0.21%
2019年05月14日,166.59,166.51,166.72,166.31,583.82K,0.04%
2019年05月13日,166.52,166.33,166.61,166.10,581.37K,0.16%
2019年05月10日,166.25,166.12,166.40,165.94,617.04K,-0.01%
2019年05月09日,166.26,166.14,166.54,166.10,713.53K,0.04%
2019年05月08日,166.20,166.06,166.47,165.92,807.47K,0.07%
2019年05月07日,166.08,165.59,166.18,165.24,825.20K,0.39%
2019年05月06日,165.44,165.51,165.86,165.31,324.79K,0.11%
2019年05月03日,165.26,165.12,165.45,164.82,599.61K,0.01%
2019年05月02日,165.24,165.16,165.48,164.97,772.20K,-0.04%
2019年04月30日,165.31,165.48,165.69,164.84,938.72K,-0.14%
2019年04月29日,165.55,165.80,165.84,165.33,523.12K,-0.16%
2019年04月26日,165.82,165.77,165.92,165.55,503.15K,0.08%
2019年04月25日,165.69,165.70,165.80,165.56,533.57K,-0.02%
2019年04月24日,165.73,164.99,165.78,164.96,717.03K,0.48%
2019年04月23日,164.94,165.01,165.13,164.71,557.09K,-0.11%
2019年04月19日,165.12,165.12,165.12,165.12,-,-0.06%
2019年04月18日,165.22,164.42,165.27,164.33,768.22K,0.56%
2019年04月17日,164.30,164.50,164.59,164.06,679.00K,-0.18%
2019年04月16日,164.60,164.65,164.94,164.39,661.54K,-0.04%
2019年04月15日,164.66,164.59,164.76,164.33,650.83K,0.02%
2019年04月12日,164.62,165.64,165.79,164.56,951.27K,-0.58%
2019年04月11日,165.58,165.82,165.87,165.51,510.18K,-0.19%
2019年04月10日,165.89,165.54,166.00,165.40,583.76K,0.25%
2019年04月09日,165.48,165.29,165.64,165.11,543.18K,0.07%
2019年04月08日,165.36,165.38,165.55,165.14,358.59K,0.00%
2019年04月05日,165.36,165.35,165.52,165.07,552.26K,-0.10%
2019年04月04日,165.52,165.28,165.66,165.19,596.19K,0.07%
2019年04月03日,165.40,165.93,166.00,165.18,820.78K,-0.43%
2019年04月02日,166.11,165.70,166.17,165.70,563.23K,0.27%
2019年04月01日,165.67,166.21,166.21,165.60,730.96K,-0.40%
2019年03月29日,166.34,166.26,166.42,166.02,695.14K,-0.03%
2019年03月28日,166.39,166.54,166.75,166.21,755.69K,-0.12%
2019年03月27日,166.59,165.79,166.70,165.68,1.07M,0.61%
2019年03月26日,165.58,165.79,165.83,165.45,600.79K,-0.05%
2019年03月25日,165.66,165.58,165.97,165.34,623.21K,-0.05%
2019年03月22日,165.74,164.65,165.86,164.62,1.01M,0.54%
2019年03月21日,164.85,164.39,164.93,164.32,725.54K,0.37%
2019年03月20日,164.25,163.89,164.53,163.84,566.59K,0.18%
2019年03月19日,163.96,164.22,164.35,163.63,727.89K,-0.19%
2019年03月18日,164.27,164.22,164.36,163.96,454.40K,0.08%
2019年03月15日,164.14,164.22,164.45,163.94,560.01K,0.01%
2019年03月14日,164.13,164.21,164.45,164.07,542.78K,-0.21%
2019年03月13日,164.47,164.56,164.68,164.18,459.08K,-0.04%
2019年03月12日,164.54,164.25,164.74,163.92,733.72K,0.01%
2019年03月11日,164.53,164.61,164.62,164.32,509.73K,0.09%
2019年03月08日,164.39,164.44,164.74,164.31,804.48K,-1.11%
2019年03月07日,166.24,166.15,166.28,166.03,15.40K,0.08%
2019年03月06日,166.11,165.80,166.29,165.63,335.51K,0.36%
2019年03月05日,165.52,165.67,165.79,165.26,1.42M,-0.04%
2019年03月04日,165.59,165.19,165.71,165.01,1.38M,0.22%
2019年03月01日,165.22,165.33,165.38,164.97,1.04M,-0.05%
2019年02月28日,165.31,165.71,165.97,165.15,997.60K,-0.22%
2019年02月27日,165.68,166.35,166.48,165.56,1.04M,-0.35%
2019年02月26日,166.27,166.50,166.66,166.16,731.37K,-0.08%
2019年02月25日,166.40,166.56,166.62,166.20,530.95K,-0.13%
2019年02月22日,166.62,166.17,166.72,166.11,514.63K,0.33%
2019年02月21日,166.07,166.60,166.67,165.85,983.25K,-0.26%
2019年02月20日,166.51,166.45,166.69,166.35,492.43K,0.05%
2019年02月19日,166.42,166.42,166.75,166.27,654.66K,0.04%
2019年02月18日,166.36,166.53,166.55,166.28,238.96K,-0.07%
2019年02月15日,166.47,166.55,166.64,166.28,474.92K,-0.04%
2019年02月14日,166.54,166.22,166.73,166.02,628.47K,0.25%
2019年02月13日,166.12,166.00,166.24,165.86,531.26K,0.06%
2019年02月12日,166.02,166.26,166.26,165.84,634.42K,-0.20%
2019年02月11日,166.35,166.68,166.73,166.15,602.03K,-0.24%
2019年02月08日,166.75,166.39,166.83,166.26,635.90K,0.23%
2019年02月07日,166.36,165.59,166.45,165.52,896.17K,0.51%
2019年02月06日,165.51,165.42,165.68,165.37,491.94K,0.01%
2019年02月05日,165.49,165.40,165.52,164.93,623.60K,0.13%
2019年02月04日,165.28,165.61,165.64,165.22,418.54K,-0.13%
2019年02月01日,165.50,165.73,165.77,165.43,711.77K,-0.10%
2019年01月31日,165.67,165.52,165.87,165.30,801.43K,0.30%
2019年01月30日,165.18,165.24,165.53,164.99,571.07K,0.06%
2019年01月29日,165.08,164.94,165.28,164.85,566.21K,0.10%
2019年01月28日,164.91,165.19,165.30,164.69,647.82K,-0.10%
2019年01月25日,165.07,165.35,165.43,164.96,603.23K,-0.15%
2019年01月24日,165.32,164.72,165.54,164.59,890.97K,0.46%
2019年01月23日,164.57,164.65,164.77,164.34,600.56K,0.06%
2019年01月22日,164.47,164.25,164.75,164.12,608.30K,0.21%
2019年01月21日,164.13,164.20,164.30,164.04,272.11K,0.04%
2019年01月18日,164.07,164.28,164.34,163.84,712.27K,-0.14%
2019年01月17日,164.30,164.72,164.89,164.23,566.68K,-0.18%
2019年01月16日,164.59,164.80,164.90,164.36,638.53K,-0.18%
2019年01月15日,164.89,164.62,164.98,164.38,706.55K,0.19%
2019年01月14日,164.57,164.51,164.88,164.43,540.34K,0.10%
2019年01月11日,164.41,164.25,164.64,164.16,563.19K,0.12%
2019年01月10日,164.21,163.93,164.38,163.93,647.11K,0.15%
2019年01月09日,163.96,163.71,164.11,163.48,656.38K,0.13%
2019年01月08日,163.74,163.76,163.90,163.50,658.67K,-0.13%
2019年01月07日,163.96,163.93,164.32,163.76,541.36K,-0.01%
2019年01月04日,163.97,165.01,165.04,163.88,649.42K,-0.52%
2019年01月03日,164.82,164.91,165.10,164.38,683.68K,0.11%
2019年01月02日,164.64,163.70,164.94,163.58,713.33K,0.67%
2018年12月28日,163.54,163.64,163.76,163.42,335.36K,-0.12%
2018年12月27日,163.73,163.18,163.79,163.15,334.72K,0.23%
2018年12月21日,163.36,163.54,163.54,163.27,385.74K,-0.12%
2018年12月20日,163.56,163.74,164.01,163.41,696.50K,0.11%
2018年12月19日,163.38,163.48,163.85,163.24,543.11K,0.02%
2018年12月18日,163.34,163.29,163.55,163.22,482.97K,0.12%
2018年12月17日,163.14,163.28,163.30,162.96,398.43K,-0.04%
2018年12月14日,163.20,162.89,163.30,162.81,554.18K,0.20%
2018年12月13日,162.87,162.77,163.14,162.51,806.93K,-0.07%
2018年12月12日,162.98,163.35,163.53,162.60,708.40K,-0.31%
2018年12月11日,163.48,163.24,163.59,162.83,741.27K,0.05%
2018年12月10日,163.40,163.49,163.64,162.98,671.10K,0.14%
2018年12月07日,163.17,163.23,163.46,162.93,619.94K,0.49%
2018年12月06日,162.38,162.30,162.48,162.12,25.10K,0.24%
2018年12月05日,161.99,162.28,162.45,161.97,439.47K,-0.06%
2018年12月04日,162.09,161.91,162.43,161.61,1.92M,0.37%
2018年12月03日,161.50,161.01,161.70,161.01,1.61M,-0.02%
2018年11月30日,161.54,161.31,161.58,161.27,849.02K,0.08%
2018年11月29日,161.41,161.00,161.42,160.98,852.04K,0.32%
2018年11月28日,160.90,161.00,161.18,160.83,880.82K,-0.07%
2018年11月27日,161.02,160.90,161.21,160.82,649.68K,0.17%
2018年11月26日,160.74,160.93,160.99,160.64,628.25K,-0.22%
2018年11月23日,161.10,160.65,161.19,160.51,649.26K,0.29%
2018年11月22日,160.63,160.70,160.87,160.53,436.79K,0.03%
2018年11月21日,160.58,160.71,160.78,160.48,627.43K,-0.19%
2018年11月20日,160.89,160.64,161.04,160.54,777.05K,0.18%
2018年11月19日,160.60,160.73,160.73,160.24,613.08K,-0.03%
2018年11月16日,160.65,160.54,160.76,160.54,590.15K,-0.10%
2018年11月15日,160.81,160.14,160.92,160.07,1.05M,0.42%
2018年11月14日,160.14,160.36,160.47,159.96,709.58K,0.04%
2018年11月13日,160.08,160.19,160.42,159.98,777.66K,-0.13%
2018年11月12日,160.29,159.95,160.45,159.93,497.50K,0.16%
2018年11月09日,160.03,159.43,160.07,159.43,578.86K,0.41%
2018年11月08日,159.37,159.29,159.51,159.19,535.80K,-0.08%
2018年11月07日,159.50,159.82,159.89,159.28,615.10K,-0.13%
2018年11月06日,159.70,159.71,160.04,159.61,525.13K,-0.03%
2018年11月05日,159.74,159.60,159.91,159.58,480.07K,0.07%
2018年11月02日,159.63,159.72,159.81,159.45,658.08K,-0.22%
2018年11月01日,159.98,160.23,160.27,159.75,649.79K,-0.17%
2018年10月31日,160.26,160.20,160.37,160.01,660.23K,-0.11%
2018年10月30日,160.44,160.35,160.56,159.96,752.80K,0.06%
2018年10月29日,160.35,160.62,160.79,160.06,729.93K,-0.32%
2018年10月26日,160.87,160.32,160.90,160.22,865.94K,0.44%
2018年10月25日,160.16,160.29,160.33,159.83,681.40K,-0.01%
2018年10月24日,160.18,159.67,160.35,159.66,729.99K,0.24%
2018年10月23日,159.79,159.55,159.98,159.43,765.60K,0.28%
2018年10月22日,159.34,159.07,159.52,158.84,655.44K,-0.04%
2018年10月19日,159.40,159.78,160.08,159.07,1.04M,-0.08%
2018年10月18日,159.52,158.89,159.94,158.82,832.96K,0.23%
2018年10月17日,159.16,158.73,159.24,158.72,681.73K,0.28%
2018年10月16日,158.72,158.49,158.81,158.34,578.94K,0.08%
2018年10月15日,158.59,158.66,158.87,158.46,428.87K,0.04%
2018年10月12日,158.53,158.16,158.74,157.95,584.15K,0.11%
2018年10月11日,158.35,158.33,158.71,158.12,927.37K,0.30%
2018年10月10日,157.88,158.10,158.16,157.45,759.65K,-0.13%
2018年10月09日,158.09,157.95,158.18,157.61,880.49K,0.09%
2018年10月08日,157.95,157.56,158.23,157.50,591.26K,0.22%
2018年10月05日,157.61,158.03,158.12,157.33,848.35K,-0.27%
2018年10月04日,158.04,157.99,158.48,157.74,1.04M,-0.56%
2018年10月03日,158.93,159.17,159.46,158.21,840.41K,-0.37%
2018年10月02日,159.52,159.06,159.78,159.00,901.21K,0.47%
2018年10月01日,158.77,158.74,158.99,158.37,736.06K,-0.01%
2018年09月28日,158.79,158.54,159.25,158.40,1.05M,0.46%
2018年09月27日,158.06,158.56,158.79,158.02,861.14K,0.01%
2018年09月26日,158.04,157.92,158.49,157.89,518.05K,0.11%
2018年09月25日,157.87,158.21,158.21,157.75,783.45K,-0.28%
2018年09月24日,158.32,159.03,159.14,158.21,745.99K,-0.43%
2018年09月21日,159.00,158.75,159.10,158.68,530.18K,0.16%
2018年09月20日,158.74,158.73,158.93,158.38,734.23K,0.08%
2018年09月19日,158.62,158.67,158.87,158.42,704.49K,-0.08%
2018年09月18日,158.74,159.07,159.26,158.66,650.23K,-0.18%
2018年09月17日,159.02,159.28,159.29,158.84,489.77K,-0.09%
2018年09月14日,159.17,159.50,159.54,159.01,558.07K,-0.18%
2018年09月13日,159.46,159.71,159.78,159.26,676.49K,-0.11%
2018年09月12日,159.63,159.35,159.80,159.34,669.39K,0.21%
2018年09月11日,159.30,159.67,159.67,159.23,612.07K,-0.24%
2018年09月10日,159.69,159.94,160.10,159.52,607.67K,-0.16%
2018年09月07日,159.95,160.42,160.43,159.83,568.74K,-1.64%
2018年09月06日,162.62,162.48,162.70,162.45,29.85K,0.11%
2018年09月05日,162.44,162.88,163.03,162.28,489.97K,-0.26%
2018年09月04日,162.87,163.21,163.22,162.80,1.47M,-0.21%
2018年09月03日,163.21,163.19,163.49,163.04,1.25M,-0.04%
2018年08月31日,163.27,162.92,163.32,162.83,1.04M,0.18%
2018年08月30日,162.98,162.28,163.08,162.13,865.70K,0.49%
2018年08月29日,162.18,162.62,162.68,162.10,708.02K,-0.21%
2018年08月28日,162.52,162.67,162.87,162.35,815.85K,-0.07%
2018年08月27日,162.64,163.17,163.36,162.55,391.91K,-0.28%
2018年08月24日,163.09,163.01,163.16,162.80,500.67K,0.02%
2018年08月23日,163.06,163.22,163.23,162.93,454.72K,0.04%
2018年08月22日,163.00,163.36,163.45,162.91,597.13K,-0.15%
2018年08月21日,163.24,163.60,163.71,163.17,469.57K,-0.30%
2018年08月20日,163.73,163.65,163.74,163.42,354.62K,0.04%
2018年08月17日,163.67,163.53,163.88,163.42,435.26K,0.11%
2018年08月16日,163.49,163.41,163.67,163.36,402.82K,-0.13%
2018年08月15日,163.71,163.33,163.82,163.10,506.86K,0.31%
2018年08月14日,163.21,163.35,163.35,163.11,434.95K,-0.09%
2018年08月13日,163.36,163.46,163.62,163.22,647.39K,0.01%
2018年08月10日,163.34,162.69,163.45,162.69,754.29K,0.52%
2018年08月09日,162.50,162.27,162.62,162.22,445.90K,0.24%
2018年08月08日,162.11,162.04,162.27,161.96,347.53K,0.06%
2018年08月07日,162.01,162.23,162.39,161.97,341.62K,-0.21%
2018年08月06日,162.35,162.01,162.38,161.83,352.12K,0.19%
2018年08月03日,162.05,161.37,162.12,161.37,668.42K,0.49%
2018年08月02日,161.26,161.16,161.55,161.05,679.54K,0.22%
2018年08月01日,160.91,161.42,161.45,160.86,690.87K,-0.41%
2018年07月31日,161.58,161.90,162.05,161.41,692.91K,0.09%
2018年07月30日,161.43,162.13,162.30,161.33,631.43K,-0.39%
2018年07月27日,162.07,162.05,162.23,161.97,450.08K,-0.07%
2018年07月26日,162.18,161.95,162.37,161.88,546.25K,-0.12%
2018年07月25日,162.37,162.34,162.47,161.90,441.50K,0.06%
2018年07月24日,162.28,162.03,162.33,161.82,536.47K,0.11%
2018年07月23日,162.10,162.41,162.54,161.97,570.47K,-0.26%
2018年07月20日,162.53,163.16,163.39,162.44,596.60K,-0.34%
2018年07月19日,163.08,162.78,163.26,162.70,457.41K,0.08%
2018年07月18日,162.95,162.75,163.20,162.75,429.74K,0.06%
2018年07月17日,162.85,162.59,162.90,162.57,365.31K,0.23%
2018年07月16日,162.47,162.97,162.97,162.44,388.74K,-0.31%
2018年07月13日,162.98,162.68,163.22,162.66,452.73K,0.13%
2018年07月12日,162.77,162.55,162.82,162.45,412.72K,0.15%
2018年07月11日,162.53,162.59,162.80,162.40,547.38K,0.09%
2018年07月10日,162.38,162.49,162.57,162.26,488.69K,-0.14%
2018年07月09日,162.61,162.67,162.73,162.35,406.31K,-0.13%
2018年07月06日,162.82,162.50,162.93,162.47,428.97K,0.07%
2018年07月05日,162.70,162.37,162.78,162.06,608.84K,0.09%
2018年07月04日,162.55,162.60,162.87,162.37,316.43K,-0.10%
2018年07月03日,162.72,162.41,162.81,162.22,504.75K,0.06%
2018年07月02日,162.63,162.57,162.89,162.42,460.78K,0.05%
2018年06月29日,162.55,162.15,162.65,161.85,699.21K,0.06%
2018年06月28日,162.46,162.42,162.66,162.18,512.92K,0.10%
2018年06月27日,162.30,162.09,162.55,162.01,607.01K,0.13%
2018年06月26日,162.09,162.05,162.37,161.75,598.32K,-0.09%
2018年06月25日,162.23,162.34,162.57,162.01,510.18K,0.08%
2018年06月22日,162.10,162.15,162.24,161.80,536.05K,-0.03%
2018年06月21日,162.15,161.31,162.35,161.26,977.02K,0.40%
2018年06月20日,161.51,161.43,161.69,161.31,521.73K,-0.01%
2018年06月19日,161.53,161.49,161.86,161.46,721.42K,0.24%
2018年06月18日,161.15,161.17,161.41,161.02,456.23K,-0.01%
2018年06月15日,161.16,160.88,161.52,160.75,792.24K,0.28%
2018年06月14日,160.71,160.00,160.85,159.45,953.59K,0.40%
2018年06月13日,160.07,159.80,160.22,159.63,620.45K,0.14%
2018年06月12日,159.85,159.84,159.92,159.37,634.99K,0.07%
2018年06月11日,159.74,160.22,160.22,159.55,623.12K,-0.41%
2018年06月08日,160.40,160.23,161.13,160.18,959.96K,0.52%
2018年06月07日,159.57,160.12,160.14,159.54,31.81K,-0.42%
2018年06月06日,160.24,161.06,161.32,159.94,600.58K,-0.76%
2018年06月05日,161.46,160.82,161.68,160.81,1.89M,0.35%
2018年06月04日,160.89,161.24,161.42,160.78,1.74M,-0.35%
2018年06月01日,161.46,161.67,161.83,160.99,1.23M,-0.42%
2018年05月31日,162.14,161.75,162.23,160.95,1.47M,0.07%
2018年05月30日,162.02,163.04,163.06,161.41,1.63M,-0.48%
2018年05月29日,162.80,161.86,164.15,161.79,1.72M,0.54%
2018年05月28日,161.93,160.75,162.00,160.29,857.65K,0.57%
2018年05月25日,161.02,160.09,161.34,160.05,1.33M,0.50%
2018年05月24日,160.22,159.70,160.29,159.31,1.06M,0.29%
2018年05月23日,159.76,159.06,159.84,159.03,1.20M,0.54%
2018年05月22日,158.90,159.38,159.43,158.74,958.51K,-0.21%
2018年05月21日,159.24,158.64,159.50,158.61,803.28K,0.36%
2018年05月18日,158.67,157.82,158.82,157.80,777.69K,0.51%
2018年05月17日,157.87,158.02,158.39,157.73,905.26K,-0.20%
2018年05月16日,158.18,157.90,158.50,157.84,1.09M,0.27%
2018年05月15日,157.76,158.13,158.17,157.61,832.07K,-0.24%
2018年05月14日,158.14,158.98,159.01,158.12,747.33K,-0.45%
2018年05月11日,158.85,158.92,159.16,158.79,421.37K,-0.14%
2018年05月10日,159.07,158.84,159.25,158.81,572.67K,0.14%
2018年05月09日,158.85,158.79,158.90,158.52,585.28K,0.00%
2018年05月08日,158.85,159.25,159.28,158.77,547.05K,-0.29%
2018年05月07日,159.31,159.10,159.42,159.07,254.13K,0.14%
2018年05月04日,159.08,159.14,159.39,159.05,626.75K,-0.11%
2018年05月03日,159.26,158.65,159.35,158.43,894.94K,0.42%
2018年05月02日,158.59,158.68,158.70,158.44,612.13K,-0.09%
2018年04月30日,158.74,158.64,158.91,158.38,606.83K,0.05%
2018年04月27日,158.66,158.38,158.78,158.38,647.94K,0.22%
2018年04月26日,158.31,157.79,158.46,157.74,752.36K,0.37%
2018年04月25日,157.72,157.88,157.88,157.45,741.00K,-0.03%
2018年04月24日,157.76,157.88,158.04,157.43,759.49K,-0.03%
2018年04月23日,157.80,157.88,157.97,157.62,861.85K,-0.21%
2018年04月20日,158.13,158.28,158.40,157.90,744.54K,-0.03%
2018年04月19日,158.17,159.03,159.04,158.06,1.09M,-0.55%
2018年04月18日,159.05,159.26,159.55,158.96,753.07K,-0.18%
2018年04月17日,159.34,159.09,159.45,158.95,584.95K,0.12%
2018年04月16日,159.15,159.24,159.27,158.74,622.22K,-0.12%
2018年04月13日,159.34,159.29,159.37,158.95,600.23K,0.03%
2018年04月12日,159.29,159.40,159.52,159.15,659.30K,-0.13%
2018年04月11日,159.50,159.17,159.65,159.17,665.49K,0.28%
2018年04月10日,159.05,159.34,159.59,159.00,877.26K,-0.16%
2018年04月09日,159.30,159.44,159.49,159.24,487.94K,-0.13%
2018年04月06日,159.50,159.24,159.57,159.15,531.41K,0.25%
2018年04月05日,159.11,159.22,159.26,158.89,720.30K,-0.23%
2018年04月04日,159.47,159.28,159.66,159.22,705.99K,0.11%
2018年04月03日,159.30,159.57,159.61,159.07,702.62K,-0.08%
2018年03月29日,159.43,159.24,159.48,159.14,578.41K,0.08%
2018年03月28日,159.31,159.30,159.69,159.12,824.21K,0.05%
2018年03月27日,159.23,158.77,159.42,158.73,733.47K,0.19%
2018年03月26日,158.93,158.87,158.95,158.59,539.22K,0.04%
2018年03月23日,158.87,158.90,159.01,158.55,714.82K,-0.06%
2018年03月22日,158.96,158.09,159.00,158.05,948.82K,0.68%
2018年03月21日,157.88,158.00,158.10,157.75,490.66K,-0.11%
2018年03月20日,158.06,158.12,158.17,157.91,501.56K,-0.11%
2018年03月19日,158.23,158.16,158.30,157.67,655.36K,0.03%
2018年03月16日,158.19,158.24,158.35,157.98,466.02K,0.03%
2018年03月15日,158.14,157.85,158.24,157.81,606.43K,0.13%
2018年03月14日,157.94,157.62,157.97,157.34,674.07K,0.30%
2018年03月13日,157.47,157.25,157.61,157.17,682.43K,0.13%
2018年03月12日,157.27,157.00,157.36,156.91,440.19K,0.18%
2018年03月09日,156.98,157.15,157.25,156.88,527.88K,-1.49%
2018年03月08日,159.36,159.40,159.56,159.32,12.68K,-0.04%
2018年03月07日,159.43,159.43,159.63,159.26,357.29K,0.11%
2018年03月06日,159.25,159.54,159.74,158.89,1.62M,-0.39%
2018年03月05日,159.88,160.00,160.38,159.41,1.50M,0.07%
2018年03月02日,159.77,159.90,160.21,159.58,912.66K,0.04%
2018年03月01日,159.70,159.45,160.09,159.44,959.07K,0.16%
2018年02月28日,159.44,159.24,159.52,159.03,701.49K,0.15%
2018年02月27日,159.20,159.45,159.51,159.05,813.66K,-0.23%
2018年02月26日,159.56,159.65,159.67,159.25,678.75K,0.05%
2018年02月23日,159.48,158.68,159.66,158.68,777.96K,0.45%
2018年02月22日,158.76,158.24,158.85,158.18,630.34K,0.16%
2018年02月21日,158.51,158.41,158.85,158.17,675.67K,0.08%
2018年02月20日,158.39,158.17,158.55,157.90,614.79K,0.08%
2018年02月19日,158.27,158.49,158.53,158.17,338.58K,-0.21%
2018年02月16日,158.61,157.76,158.78,157.65,575.90K,0.46%
2018年02月15日,157.88,157.65,158.01,157.42,720.05K,-0.06%
2018年02月14日,157.98,158.25,158.38,157.65,782.15K,-0.08%
2018年02月13日,158.11,158.03,158.44,157.95,664.40K,0.09%
2018年02月12日,157.97,157.75,158.17,157.54,636.37K,-0.04%
2018年02月09日,158.04,158.05,158.65,157.70,920.81K,0.19%
2018年02月08日,157.74,157.92,158.23,157.26,1.16M,-0.31%
2018年02月07日,158.23,158.68,158.92,157.92,928.91K,-0.40%
2018年02月06日,158.86,158.96,159.24,158.48,1.27M,0.49%
2018年02月05日,158.09,157.67,159.30,157.62,871.67K,0.14%
2018年02月02日,157.87,158.17,158.36,157.71,1.03M,-0.46%
2018年02月01日,158.60,158.55,158.81,158.15,1.08M,-0.14%
2018年01月31日,158.82,158.96,159.33,158.50,917.38K,-0.06%
2018年01月30日,158.91,158.74,159.18,158.73,840.36K,0.13%
2018年01月29日,158.71,159.59,159.64,158.66,1.02M,-0.68%
2018年01月26日,159.79,160.15,160.36,159.74,751.02K,-0.16%
2018年01月25日,160.05,160.57,160.75,159.66,1.01M,-0.22%
2018年01月24日,160.40,160.85,160.85,160.32,675.76K,-0.25%
2018年01月23日,160.80,160.70,161.13,160.68,605.82K,0.04%
2018年01月22日,160.74,160.55,160.82,160.38,432.97K,0.05%
2018年01月19日,160.66,160.42,160.85,160.31,530.11K,0.05%
2018年01月18日,160.58,160.62,160.70,160.30,613.31K,-0.15%
2018年01月17日,160.82,160.78,160.97,160.65,514.18K,0.03%
2018年01月16日,160.77,160.46,160.97,160.41,632.57K,0.27%
2018年01月15日,160.34,160.59,160.76,160.30,328.10K,-0.02%
2018年01月12日,160.38,160.42,160.65,160.11,781.17K,0.04%
2018年01月11日,160.31,161.38,161.55,160.27,1.06M,-0.47%
2018年01月10日,161.07,161.00,161.37,160.91,870.62K,-0.14%
2018年01月09日,161.30,161.67,162.00,161.20,719.57K,-0.31%
2018年01月08日,161.80,161.64,162.04,161.39,454.69K,0.13%
2018年01月05日,161.59,161.70,161.87,161.50,467.09K,0.00%
2018年01月04日,161.59,161.44,161.75,161.26,640.61K,0.01%
2018年01月03日,161.58,161.26,161.82,161.20,604.24K,0.19%
2018年01月02日,161.28,161.78,161.78,161.18,485.60K,-0.25%
2017年12月29日,161.68,161.76,161.86,161.46,250.04K,-0.07%
2017年12月28日,161.79,162.27,162.28,161.67,267.09K,-0.31%
2017年12月27日,162.29,161.63,162.37,161.63,248.66K,0.32%
2017年12月22日,161.77,161.63,161.86,161.58,202.34K,0.04%
2017年12月21日,161.71,161.78,161.83,161.50,395.27K,-0.02%
2017年12月20日,161.74,162.36,162.48,161.58,680.83K,-0.39%
2017年12月19日,162.38,163.30,163.37,162.15,617.13K,-0.62%
2017年12月18日,163.40,163.46,163.57,163.27,385.84K,-0.04%
2017年12月15日,163.47,163.48,163.69,163.37,449.99K,0.15%
2017年12月14日,163.23,163.31,163.52,162.90,628.32K,-0.02%
2017年12月13日,163.27,163.37,163.48,162.91,591.06K,0.00%
2017年12月12日,163.27,163.58,163.64,163.18,473.18K,-0.23%
2017年12月11日,163.64,163.47,163.78,163.37,442.50K,0.10%
2017年12月08日,163.48,163.41,163.55,163.17,525.02K,-0.12%
2017年12月07日,163.67,163.65,163.88,163.51,29.73K,-0.07%
2017年12月06日,163.78,163.65,163.90,163.52,465.01K,0.18%
2017年12月05日,163.48,163.23,163.66,163.10,1.64M,0.12%
2017年12月04日,163.28,163.30,163.41,163.11,1.65M,-0.32%
2017年12月01日,163.80,162.73,163.92,162.59,1.40M,0.66%
2017年11月30日,162.72,162.52,162.88,162.24,935.10K,0.15%
2017年11月29日,162.48,163.05,163.10,162.40,950.51K,-0.42%
2017年11月28日,163.17,163.16,163.32,162.97,656.55K,0.04%
2017年11月27日,163.11,162.85,163.21,162.76,639.56K,0.15%
2017年11月24日,162.86,162.98,163.03,162.67,522.32K,-0.12%
2017年11月23日,163.06,163.01,163.11,162.89,254.62K,0.05%
2017年11月22日,162.98,163.22,163.30,162.61,721.52K,-0.06%
2017年11月21日,163.08,162.93,163.27,162.87,663.05K,0.07%
2017年11月20日,162.96,163.08,163.16,162.83,447.22K,0.06%
2017年11月17日,162.86,162.75,162.94,162.50,435.20K,0.10%
2017年11月16日,162.70,162.68,162.82,162.38,551.30K,0.04%
2017年11月15日,162.64,162.53,163.08,162.49,783.77K,0.15%
2017年11月14日,162.39,162.02,162.47,161.91,627.84K,0.19%
2017年11月13日,162.08,162.24,162.55,162.02,502.93K,-0.07%
2017年11月10日,162.19,162.54,162.56,162.13,689.67K,-0.24%
2017年11月09日,162.58,163.27,163.40,162.48,940.68K,-0.50%
2017年11月08日,163.40,163.35,163.63,163.22,690.80K,0.07%
2017年11月07日,163.28,163.10,163.39,162.95,725.91K,0.09%
2017年11月06日,163.14,162.83,163.24,162.79,560.85K,0.25%
2017年11月03日,162.74,162.65,162.99,162.61,570.32K,0.03%
2017年11月02日,162.69,162.53,162.70,162.24,776.43K,0.04%
2017年11月01日,162.63,162.61,162.79,162.37,590.44K,-0.07%
2017年10月31日,162.75,162.77,162.83,162.44,626.14K,0.02%
2017年10月30日,162.71,162.50,162.75,162.25,585.57K,0.20%
